id,name,description,price,category,test_min,test_max
957,Зимний костюм Graphiteleader 3XL CL-0997,"Зимний костюм Graphiteleader, размер 3XL. Комфорт и защита на рыбалке.",2380,Одежда,,
958,Сигнализатор Shimano A-0998,Рыболовный аксессуар: сигнализатор Shimano для удобства и эффективной ловли.,9260,Аксессуары,,
959,Спиннинг Browning Master 240см 1-16г S-1000,"Спиннинг Browning серии Master длиной 240 см, тест 1-16 г. Подходит для активной ловли хищника.",19070,Спиннинги,1.0,16.0
960,Катушка Megabass Strike 1000 R-1001,Катушка Megabass Strike размера 1000 с плавным ходом и надёжным фрикционом.,22040,Катушки,,
961,Воблер Okuma 10.0см чёрный L-1002,"Воблер Okuma длиной 10.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",310,Воблеры,,
962,Силикон Blue Fox 3.5см чёрный L-1003,"Силикон Blue Fox длиной 3.5 см, цвет чёрный. Уловистая приманка для хищной рыбы.",2450,Приманки,,
963,Зажим Maver A-1004,Рыболовный аксессуар: зажим Maver для удобства и эффективной ловли.,19040,Аксессуары,,
964,Спиннинг Daiwa River 240см 1-11г S-1006,"Спиннинг Daiwa серии River длиной 240 см, тест 1-11 г. Подходит для активной ловли хищника.",19680,Спиннинги,1.0,11.0
965,Катушка Zemex Light 2000 R-1007,Катушка Zemex Light размера 2000 с плавным ходом и надёжным фрикционом.,22110,Катушки,,
966,Воблер Graphiteleader 7.0см натуральный L-1008,"Воблер Graphiteleader длиной 7.0 см, цвет натуральный. Уловистая приманка для хищной рыбы.",1730,Воблеры,,
967,Силикон Maver 9.0см чёрный L-1009,"Силикон Maver длиной 9.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",1810,Приманки,,
968,Багорик Mepps A-1010,Рыболовный аксессуар: багорик Mepps для удобства и эффективной ловли.,37280,Аксессуары,,
969,Спиннинг Fox Light 300см 10-20г S-1012,"Спиннинг Fox серии Light длиной 300 см, тест 10-20 г. Подходит для активной ловли хищника.",23920,Спиннинги,10.0,20.0
970,Катушка Abu Garcia Master 3000 R-1013,Катушка Abu Garcia Master размера 3000 с плавным ходом и надёжным фрикционом.,14230,Катушки,,
971,Воблер Berkley 11.0см красный L-1014,"Воблер Berkley длиной 11.0 см, цвет красный. Уловистая приманка для хищной рыбы.",510,Воблеры,,
972,Силикон Shimano 5.0см чёрный L-1015,"Силикон Shimano длиной 5.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",2330,Приманки,,
973,Грузила Pontoon21 A-1016,Рыболовный аксессуар: грузила Pontoon21 для удобства и эффективной ловли.,21960,Аксессуары,,
974,Спиннинг Lucky John Expert 270см 2-32г S-1018,"Спиннинг Lucky John серии Expert длиной 270 см, тест 2-32 г. Подходит для активной ловли хищника.",18080,Спиннинги,2.0,32.0
975,Катушка Maver Expert 1000 R-1019,Катушка Maver Expert размера 1000 с плавным ходом и надёжным фрикционом.,24230,Катушки,,
976,Воблер Maver 11.0см серебро L-1020,"Воблер Maver длиной 11.0 см, цвет серебро. Уловистая приманка для хищной рыбы.",410,Воблеры,,
977,Силикон Stinger 8.0см чёрный L-1021,"Силикон Stinger длиной 8.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",1130,Приманки,,
978,Органайзер Zemex A-1022,Рыболовный аксессуар: органайзер Zemex для удобства и эффективной ловли.,26350,Аксессуары,,
979,Спиннинг Salmo Prime 240см 7-22г S-1024,"Спиннинг Salmo серии Prime длиной 240 см, тест 7-22 г. Подходит для активной ловли хищника.",21070,Спиннинги,7.0,22.0
980,Катушка Berkley Force 3000 R-1025,Катушка Berkley Force размера 3000 с плавным ходом и надёжным фрикционом.,26560,Катушки,,
981,Воблер Kosadaka 4.5см серебро L-1026,"Воблер Kosadaka длиной 4.5 см, цвет серебро. Уловистая приманка для хищной рыбы.",1700,Воблеры,,
982,Силикон Rapala 4.5см красный L-1027,"Силикон Rapala длиной 4.5 см, цвет красный. Уловистая приманка для хищной рыбы.",1230,Приманки,,
983,Стойка Salmo A-1028,Рыболовный аксессуар: стойка Salmo для удобства и эффективной ловли.,26250,Аксессуары,,
984,Спиннинг Gamakatsu Pro 300см 15-40г S-1030,"Спиннинг Gamakatsu серии Pro длиной 300 см, тест 15-40 г. Подходит для активной ловли хищника.",18580,Спиннинги,15.0,40.0
985,Катушка Browning Strike 4000 R-1031,Катушка Browning Strike размера 4000 с плавным ходом и надёжным фрикционом.,14100,Катушки,,
986,Воблер Pontoon21 5.0см золото L-1032,"Воблер Pontoon21 длиной 5.0 см, цвет золото. Уловистая приманка для хищной рыбы.",2680,Воблеры,,
987,Силикон Berkley 4.5см натуральный L-1033,"Силикон Berkley длиной 4.5 см, цвет натуральный. Уловистая приманка для хищной рыбы.",1490,Приманки,,
988,Карман Fox A-1034,Рыболовный аксессуар: карман Fox для удобства и эффективной ловли.,5070,Аксессуары,,
989,Спиннинг Norfin Elite 240см 5-20г S-1036,"Спиннинг Norfin серии Elite длиной 240 см, тест 5-20 г. Подходит для активной ловли хищника.",26740,Спиннинги,5.0,20.0
990,Катушка Berkley Force 2500 R-1037,Катушка Berkley Force размера 2500 с плавным ходом и надёжным фрикционом.,5290,Катушки,,
991,Воблер Norfin 3.5см зелёный L-1038,"Воблер Norfin длиной 3.5 см, цвет зелёный. Уловистая приманка для хищной рыбы.",2100,Воблеры,,
992,Силикон Mann's 7.0см чёрный L-1039,"Силикон Mann's длиной 7.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",820,Приманки,,
